B_C,H_C
48846,66839
48851,1445
48853,54923
48855,42961
48857,53123
48873,62782
48909,30717
48914,89637
48923,64958
48934,22631
48937,34383
48947,13954
48958,35785
48984,24784
48989,979
49009,7082
49015,42300
49026,26751
49031,72250
49045,12225
49071,60158
49080,50999
49094,75356
49101,51033
49111,18076
49126,20090
49136,65210
49138,52947
49139,49199
49142,78996
49147,74163
49157,32346
49181,99130
49185,80654
49200,85970
49202,3274
49212,88249
49213,55671
49217,77672
49228,42688
49230,9777
49238,42634
49251,48414
49261,40618
49273,7216
49277,41693
49293,40892
49312,20282
49318,40693
49324,40031
49341,1710
49342,63945
49372,79462
49377,62459
49379,2977
49387,37887
49399,53203
49425,11671
49431,71458
49443,47385
49448,57221
49462,25225
49479,47348
49493,5269
49506,95224
49511,1293
49516,431
49517,46085
49520,54206
49522,33730
49526,95176
49536,65393
49556,60592
49561,29969
49567,25003
49591,98762
49629,30598
49631,29838
49635,75467
49639,50215
49640,26335
49668,24110
49671,69700
49683,6750
49696,30216
49701,25132
49726,33136
49744,86939
49747,82587
49755,4539
49761,81195
49763,41667
49783,60664
49813,28257
49816,68243
49824,11436
49833,43540
49834,27898
49836,80080
49863,72252
49865,67102
49870,27483
49871,27480
49875,12050
49885,71543
49909,80546
49910,87158
49922,92944
49924,17887
49928,51389
49930,57107
49945,39086
49946,70575
49951,3229
49962,41690
49965,92890
49993,46203
49995,53671
50028,88388
50066,59821
50069,97742
50070,94498
50073,53099
50076,59318
50079,25278
50081,71695
50084,28035
50104,70374
50107,98159
50142,6888
50162,65285
50163,97712
50169,71981
50192,44503
50212,68083
50213,80785
50258,23137
50263,32000
50266,60449
50273,8934
50279,69450
50281,84721
50295,60103
50297,40947
50309,41250
50310,69812
50326,27189
50375,17163
50386,28218
50411,41733
50419,89497
50420,40366
50422,97240
50444,94042
50478,8689
50483,25383
50531,95407
50533,75281
50551,49371
50556,47453
50571,46071
50575,54673
50580,31670
50611,38998
50618,45656
50638,79364
50640,21759
50644,18459
50654,52635
50659,44480
50672,11879
50689,5418
50695,92381
50725,30858
50733,60857
50736,40993
50752,28151
50759,34247
50764,18215
50766,26068
50769,65015
50781,4144
50798,60115
50799,21976
50806,12102
50816,11391
50820,11886
50821,78624
50824,84189
50831,78294
50839,14415
50844,58435
50861,95937
50862,34461
50871,78794
50876,84165
50879,24179
50897,96427
50898,42681
50913,76734
50972,29675
50981,29310
50992,95910
50995,13436
51011,46152
51024,54267
51032,67353
51037,24748
51043,42418
51056,68141
51060,15729
51077,26503
51085,72005
51103,43408
51104,99469
51112,66145
51123,55796
51126,26534
51127,84588
51144,56192
51156,99342
51163,99465
51170,92663
51182,93412
51188,85913
51213,34755
51215,17652
51226,75058
51230,47541
51232,37338
51240,92441
51273,80681
51285,43257
51295,16360
51309,62543
51315,9795
51342,57819
51353,78804
51380,59773
51436,80740
51441,39201
51456,51165
51468,97514
51471,55486
51474,95463
51489,55139
51497,17386
51507,24140
51520,55923
51523,38696
51524,39697
51527,62460
51560,4303
51568,56658
51570,72227
51576,96377
51596,67765
51606,24226
51624,44369
51630,4244
51637,78646
51640,98674
51648,94932
51690,9971
51693,82834
51702,95773
51719,7510
51720,78852
51752,85933
51782,80332
51789,82710
51790,37277
51798,30476
51803,44496
51807,69716
51817,10860
51820,65117
51824,49534
51825,94069
51827,88116
51842,96834
51847,42449
51852,38124
51857,3649
51861,90436
51878,20029
51896,87636
51897,68263
51911,66473
51922,6229
51932,71620
51950,3942
51983,53750
52030,30188
52047,1803
52051,59589
52052,32640
52067,88835
52075,23698
52085,92613
52088,60508
52093,4542
52102,21617
52103,96038
52109,3080
52113,76009
52116,58595
52128,37698
52141,56970
52154,35405
52168,98745
52228,99809
52272,80148
52281,47909
52302,74129
52306,163
52335,24928
52343,18989
52345,54548
52357,71649
52370,15508
52374,36794
52404,33749
52434,28532
52468,35602
52479,29368
52483,19483
52512,98208
52524,90638
52536,21388
52537,56087
52551,71765
52557,82847
52562,34122
52612,68736
52626,1342
52638,42060
52657,51367
52658,90342
52665,93462
52680,32194
52681,78234
52709,60712
52725,69844
52744,43396
52762,7862
52763,55023
52776,55962
52780,89258
52782,43349
52783,70581
52795,5345
52804,74577
52854,15922
52863,66933
52886,26186
52895,18892
52908,35869
52915,12583
52934,11204
52955,13824
52958,70261
52987,51387
52995,40722
53001,94602
53009,86091
53016,15528
53048,79944
53057,53808
53061,71471
53071,39116
53086,42121
53088,4385
53092,67573
53097,59632
53098,94669
53117,6375
53125,99783
53128,58528
53131,94041
53141,35679
53149,22751
53155,45707
53176,33537
53178,28706
53187,98167
53202,29087
53207,21020
53220,72485
53239,828
53245,32671
53262,49593
53309,4819
53310,4397
53332,66639
53333,11664
53348,35599
53367,23110
53369,55398
53387,34677
53416,96900
53417,55074
53432,34631
53443,78077
53451,71249
53476,2636
53477,24281
53485,88412
53504,35730
53518,9263
53530,99126
53535,71507
53540,15374
53544,7487
53573,56412
53577,15941
53587,7082
53602,57054
53604,95426
53610,87780
53645,29800
53667,2834
53681,23055
53696,70684
53698,4461
53740,363
53756,50990
53761,86244
53769,28094
53773,62420
53779,28435
53787,58379
53790,57527
53792,91457
53793,7324
53799,72634
53821,61572
53832,9110
53847,95512
53857,9444
53858,94312
53869,923
53871,13434
53900,69361
53937,45073
53954,11669
53979,52403
54001,29791
54018,79090
54032,10074
54035,7312
54038,11548
54039,46570
54046,23070
54056,60536
54057,84382
54076,56132
54078,15501
54081,81873
54091,72678
54092,28419
54120,73563
54124,59546
54140,4702
54165,82995
54172,25377
54179,79764
54186,60044
54194,40238
54197,27276
54217,54041
54220,57192
54222,81106
54266,63583
54270,27656
54281,1255
54283,75686
54293,59510
54307,12460
54339,12460
54344,86378
54346,21919
54377,39514
54393,36083
54395,88387
54424,98839
54436,29267
54448,39200
54449,11275
54490,76715
54497,84761
54502,31742
54510,76906
54514,75330
54519,20725
54522,41332
54537,73269
54538,73234
54541,36955
54549,98545
54553,3453
54554,96590
54556,90223
54568,10081
54582,53729
54587,96048
54592,8601
54596,61506
54603,12964
54608,40431
54640,53800
54664,89058
54678,60169
54679,36839
54684,34497
54691,99383
54712,56297
54731,1344
54767,1105
54778,82778
54792,47989
54797,7762
54802,67383
54804,71636
54811,89604
54818,90120
54825,31423
54826,79547
54840,20841
54844,76747
54853,27788
54862,39785
54884,90060
54891,36956
54895,32657
54904,82231
54910,94797
54962,25957
54963,44756
54965,61628
54986,78236
55003,20112
55009,47800
55022,35763
55030,30063
55034,70773
55036,37194
55058,61422
55061,89920
55064,66722
55076,8778
55088,1080
55099,27481
55101,14990
55104,57932
55110,31780
55113,26634
55127,94424
55138,10320
55144,5608
55155,53738
55166,99715
55184,24697
55202,39944
55207,52581
55210,64155
55223,18824
55235,98421
55254,81167
55259,24761
55261,2043
55287,83613
55294,21742
55306,35066
55310,39559
55315,13364
55324,37369
55338,39884
55365,24903
55367,8662
55375,59869
55380,46832
55383,38083
55399,15809
55412,37627
55414,34636
55420,69852
55427,28654
55434,17079
55436,20245
55442,72926
55454,45012
55470,1244
55487,12072
55497,55804
55501,78662
55514,94142
55528,2003
55530,10412
55535,48370
55537,98548
55561,84401
55567,54894
55571,86689
55575,73004
55580,3167
55597,89097
55613,78715
55618,39169
55627,14466
55650,5879
55676,83592
55694,28268
55703,62255
55712,5849
55725,67533
55729,48031
55742,22459
55745,68067
55747,44872
55768,42259
55807,63993
55818,57269
55846,62839
55892,15934
55898,62537
55906,14510
55921,8393
55945,98734
55961,77714
55965,5512
55970,46206
55976,95462
55983,55063
55990,66683
55993,42
55998,88680
56013,89231
56026,98907
56034,95283
56036,14519
56040,55528
56042,10987
56043,25624
56051,45118
56081,79425
56104,21323
56109,96793
56133,51111
56190,25030
56198,10551
56216,257
56242,13070
56250,2926
56265,65829
56270,20888
56273,73837
56274,51525
56280,677
56286,85495
56290,13502
56311,89394
56327,54495
56336,37584
56343,51309
56348,75879
56350,8765
56351,20635
56356,59675
56360,59402
56365,85064
56376,91646
56377,41386
56389,15361
56397,3660
56411,36111
56413,10589
56414,28362
56434,35001
56450,99527
56453,9514
56496,27954
56513,14409
56556,34957
56558,21892
56561,7371
56585,637
56590,85865
56602,45457
56611,41015
56630,44023
56656,40311
56658,40455
56668,39529
56734,23905
56735,83619
56747,16256
56783,69943
56788,8040
56789,95852
56796,95530
56804,40829
56806,97722
56808,42589
56846,29040
56864,55022
56871,81166
56882,51885
56887,37095
56908,20648
56934,27529
56949,56572
56950,81664
56959,72589
56960,3944
56980,40696
56981,73584
56985,99749
56991,31730
56995,23280
57006,35084
57009,43420
57010,89882
57035,84068
57038,85656
57039,65527
57049,57932
57065,73191
57067,87221
57094,7687
57107,45417
57114,38820
57118,2065
57124,42993
57166,57602
57178,16335
57179,75441
57185,14631
57201,50405
57202,78633
57203,83773
57204,13828
57211,22898
57213,98058
57215,71499
57218,81322
57222,37820
57225,53546
57241,27182
57253,68422
57264,29147
57282,18841
57291,84334
57302,37935
57312,43011
57317,99043
57338,69026
57341,58959
57342,73304
57364,15877
57369,96515
57378,82650
57382,92631
57417,44505
57427,56504
57430,76051
57460,14828
57463,99676
57480,84631
57482,51913
57501,10035
57510,44813
57517,80687
57518,50680
57531,65708
57534,91721
57537,20777
57541,74591
57544,91636
57564,57789
57580,70610
57589,38153
57594,21019
57598,13959
57601,94343
57631,28379
57636,773
57644,54527
57650,74782
57663,54179
57667,89560
57679,3358
57682,88953
57691,66800
57694,32838
57702,27472
57709,44739
57712,85288
57713,94896
57722,69310
57727,31244
57729,88833
57730,93955
57750,50716
57769,33293
57774,43911
57799,25940
57812,92268
57838,52789
57840,89449
57848,62406
57852,64992
57868,91285
57873,59274
57874,48335
57890,53924
57893,54474
57906,66348
57910,7215
57925,96114
57928,45111
57939,38475
57959,38815
57969,51694
57970,91335
57974,68270
58027,747
58030,46175
58038,66271
58056,16737
58073,18721
58077,46202
58096,29722
58102,98041
58114,9604
58161,68352
58169,86856
58170,76276
58186,88733
58188,3064
58212,39586
58224,81362
58227,29603
58238,92159
58240,78246
58261,17504
58277,35606
58289,11607
58294,91830
58305,8370
58321,39716
58322,4698
58325,31596
58327,79122
58342,29317
58347,31365
58359,37610
58367,1080
58372,52747
58394,12047
58397,77385
58418,41669
58420,43112
58423,56267
58424,15286
58427,88496
58434,89071
58441,35745
58454,14816
58455,96076
58460,21672
58461,95687
58493,75567
58499,20560
58500,83227
58508,73583
58520,92480
58530,49461
58534,33160
58540,43633
58550,58367
58552,72153
58567,95920
58569,61743
58575,35066
58576,78412
58577,20829
58589,74256
58593,46075
58608,55374
58609,84013
58620,52902
58630,52889
58647,17453
58673,3562
58691,25265
58715,24776
58724,41189
58735,15210
58778,63452
58799,19507
58805,33747
58809,86951
58821,20440
58833,67420
58882,15754
58888,59390
58897,65694
58912,99658
58917,43216
58972,81297
58973,73520
58984,51288
58991,50014
58994,40328
59002,65622
59040,96209
59041,15714
59043,46323
59048,14545
59064,57508
59082,56069
59099,33101
59102,86718
59160,47371
59179,4994
59189,88420
59211,97750
59238,80573
59239,79305
59243,32638
59259,65318
59262,7873
59264,64689
59281,93937
59284,48914
59290,71608
59294,8682
59322,10715
59334,40448
59339,83866
59348,93942
59350,22542
59353,17198
59360,35252
59363,34288
59368,31630
59370,72160
59371,86596
59381,39555
59393,58304
59419,84707
59445,9822
59448,61675
59461,54756
59498,3815
59499,36354
59508,19222
59520,12258
59538,63416
59547,58769
59559,5465
59560,49131
59603,99051
59607,76674
59615,99260
59619,55791
59620,75520
59631,85184
59632,61037
59639,82046
59640,46691
59665,50343
59672,78321
59680,55824
59713,9825
59719,93579
59750,2915
59766,62849
59769,41400
59777,2550
59784,6877
59790,27524
59824,91954
59828,71952
59833,15156
59858,16439
59863,58945
59877,12885
59889,33426
59890,11949
59905,24321
59927,60253
59938,32699
59952,64246
59955,94944
59957,35179
59969,48948
59971,10288
59994,1669
60014,76389
60026,14118
60062,77475
60066,41732
60073,23071
60075,50308
60078,83917
60079,81822
60080,28463
60081,51151
60083,86183
60098,67407
60107,64614
60121,13844
60126,68832
60130,96238
60133,51653
60146,94057
60148,74408
60156,21029
60161,94823
60173,90497
60187,66615
60190,84172
60195,41269
60196,75928
60240,86077
60245,96769
60263,53901
60287,69641
60291,22869
60316,64150
60331,67367
60359,65719
60366,14777
60409,27387
60424,99444
60427,64546
60444,31990
60447,19866
60449,37002
60458,54762
60459,23353
60469,93002
60475,60753
60488,4059
60502,580
60511,30667
60517,49752
60522,2764
60526,85945
60549,64010
60558,6151
60565,55904
60577,84338
60597,1711
60605,93715
60612,71405
60633,62278
60634,78673
60636,25553
60639,12735
60643,41938
60644,76081
60651,25975
60661,9532
60662,98550
60663,96205
60665,81638
60682,37462
60694,10022
60697,1191
60699,22152
60702,75275
60703,45970
60709,59914
60738,55824
60773,76236
60783,74322
60790,39308
60807,44607
60812,62678
60814,31177
60817,61151
60860,38202
60865,94932
60881,96914
60884,65426
60887,10563
60891,1854
60911,84195
60917,32230
60926,54558
60937,24558
60942,10204
60943,11462
60949,79394
60972,30574
60980,94977
60988,3168
60990,37195
61006,93137
61013,19893
61019,15708
61024,52652
61033,19684
61055,94707
61076,80697
61084,23703
61136,33755
61183,23328
61185,86036
61191,10323
61198,48909
61203,5055
61222,72329
61226,20979
61229,39688
61230,20591
61244,19434
61269,39665
61273,13873
61277,87584
61285,39392
61293,6248
61303,66877
61304,6600
61307,56993
61332,91185
61336,3372
61368,3421
61373,8363
61380,78430
61413,45217
61421,5209
61422,31804
61446,94852
61459,35153
61468,4551
61476,34370
61480,42326
61481,87989
61487,8161
61491,83478
61539,29396
61543,96623
61545,15044
61581,56809
61590,37345
61597,90763
61611,73511
61617,43663
61660,21792
61661,23947
61673,39842
61678,8353
61689,27678
61692,56612
61713,37153
61716,83612
61731,75397
61736,36832
61739,19597
61741,45013
61748,6432
61749,95820
61772,50801
61775,19747
61798,62407
61801,27978
61827,30984
61830,24220
61838,2831
61843,37400
61867,8361
61872,59330
61873,30036
61874,61735
61882,46757
61886,50248
61902,4686
61914,92521
61916,13508
61929,7823
61933,50517
61952,41960
61985,10428
62035,21818
62045,53519
62054,21420
62090,73423
62096,19307
62106,97593
62122,89256
62126,9464
62132,31118
62144,72154
62151,95088
62159,19476
62169,86980
62182,89397
62192,50387
62193,58245
62210,91697
62218,62009
62231,49327
62254,22232
62256,52703
62280,25408
62281,77074
62285,20535
62286,72608
62293,44410
62331,76226
62335,61680
62354,47355
62374,43371
62379,30628
62424,53501
62432,39340
62445,22109
62446,59418
62451,84179
62457,62261
62474,55127
62480,96065
62506,10167
62507,97677
62512,11304
62524,69478
62528,79533
62530,94970
62544,33872
62558,37634
62571,47904
62578,39491
62586,63051
62597,65432
62606,87225
62613,8982
62625,27759
62632,84894
62663,1790
62668,88385
62671,84018
62673,19641
62675,73046
62677,52201
62681,78882
62692,3424
62715,57654
62723,11784
62731,36547
62732,82714
62761,23336
62776,28018
62797,28630
62800,98216
62804,24795
62809,33006
62813,58717
62814,20457
62820,90736
62821,73809
62823,67683
62835,12537
62867,9767
62869,59572
62874,81824
62882,90195
62899,58129
62920,19273
62929,42483
62930,55203
62932,52081
62955,56626
62959,41446
62962,88744
62975,9933
62988,4317
62990,40277
63020,95991
63033,83862
63035,56516
63041,70190
63055,17551
63072,21939
63075,2745
63084,48543
63092,51617
63111,99022
63116,82435
63127,8409
63130,5071
63140,74172
63141,96841
63143,92967
63171,53191
63186,83960
63204,55033
63220,25197
63233,30736
63255,20841
63257,20279
63262,54322
63283,4094
63285,42171
63294,36986
63296,82923
63299,32775
63304,77820
63321,62113
63358,22230
63370,60359
63371,3533
63374,7624
63400,61186
63401,80959
63412,34017
63424,17719
63440,88284
63445,36524
63456,96786
63463,70832
63481,11630
63486,72095
63494,64311
63509,80197
63516,69866
63525,20823
63528,59101
63547,39939
63561,12707
63574,77516
63581,19631
63593,41150
63603,54396
63612,55498
63616,94745
63618,39907
63637,59116
63643,54513
63655,4819
63656,98630
63673,22898
63679,11939
63680,68655
63681,21157
63695,22207
63723,2087
63727,91994
63730,67947
63733,64205
63739,35137
63754,83853
63755,50837
63771,12578
63781,62404
63796,16574
63797,14556
63819,21348
63824,71573
63834,10145
63835,73668
63837,67261
63839,31506
63855,5971
63871,40344
63872,82879
63883,87944
63906,633
63910,16458
63928,20396
63934,65460
63942,42745
63943,23086
63946,90674
63954,90022
63975,84274
63976,79662
63979,30725
63984,59437
63997,78780
64000,2647
64005,32200
64016,4929
64031,52781
64034,93151
64040,67473
64041,6731
64042,29759
64044,73197
64054,72653
64063,47766
64078,23590
64088,75162
64091,21181
64094,83016
64096,44385
64115,83957
64136,19807
64145,67207
64160,71503
64161,68855
64164,96469
64185,95273
64186,61369
64190,2194
64192,68228
64195,33960
64197,49299
64203,43372
64214,16795
64215,51012
64216,21621
64250,81130
64263,21904
64264,70909
64290,34041
64298,69264
64300,32062
64301,18174
64302,46975
64327,92086
64336,17269
64347,58869
64364,40956
64381,18174
64390,53358
64391,90706
64399,60961
64401,15440
64440,79458
64443,70734
64446,90808
64472,80662
64489,6383
64498,74208
64500,43128
64501,64038
64517,5365
64529,22422
64534,50770
64540,42297
64542,1487
64547,76783
64548,73347
64553,70538
64568,60729
64583,34195
64595,36599
64609,33764
64670,78775
64672,40868
64694,98904
64706,48270
64720,85129
64722,23010
64723,93295
64726,56756
64732,62170
64736,96524
64755,86613
64768,21819
64779,26785
64798,12179
64800,61616
64819,63003
64838,16905
64853,56704
64858,65964
64863,47086
64870,9921
64871,3457
64872,51366
64922,90688
64924,19920
64933,81136
64935,78464
64939,2206
64945,34810
64966,18676
64968,45803
64972,42789
64996,2427
65000,68168
65023,1778
65038,97730
65050,987
65090,34699
65103,48716
65128,81840
65135,12526
65147,27665
65149,90
65159,29114
65165,37710
65173,18278
65178,88798
65212,6570
65233,77681
65237,56270
65259,32342
65266,37498
65274,5892
65283,50590
65300,66624
65308,49814
65345,26848
65369,37434
65371,23821
65385,36199
65408,48830
65421,23074
65422,18296
65429,37251
65440,67041
65451,6269
65472,71301
65474,70043
65483,60400
65487,83719
65496,3211
65500,8235
65510,4
65511,98515
65539,47584
65548,45929
65556,97473
65565,77169
65570,313
65580,96918
65618,82175
65619,7827
65638,58079
65648,82183
65650,70420
65655,40962
65660,9906
65679,76324
65682,11608
65726,92710
65732,19247
65755,27858
65756,61137
65780,62643
65787,42870
65819,26718
65821,10644
65837,17544
65859,55413
65864,5530
65870,49983
65878,36303
65893,38124
65896,71170
65900,58699
65904,45763
65912,34425
65921,77508
65932,6349
65937,44000
65941,33573
65944,80601
65949,5570
65957,59760
65959,58696
65961,76705
65981,58736
65989,47544
66014,72131
66022,76049
66045,33118
66072,54473
66103,42306
66105,45046
66110,94784
66132,48097
66139,40096
66143,5036
66147,27971
66159,19796
66199,45015
66206,73868
66240,88255
66243,31741
66254,21958
66256,81997
66271,71915
66298,34087
66305,47617
66306,2738
66316,51678
66318,17320
66324,85390
66343,49347
66358,90810
66369,79531
66373,46517
66376,60414
66381,72916
66385,72345
66391,34227
66402,16859
66403,38061
66409,93044
66412,91027
66422,48968
66433,79034
66469,49771
66479,17119
66491,79473
66492,87747
66507,59191
66516,32138
66520,46735
66530,14177
66532,87970
66537,37441
66543,30055
66545,85483
66547,55508
66566,29742
66567,34776
66578,65430
66593,21610
66595,61871
66605,12758
66610,719
66617,22558
66629,43362
66639,30387
66649,69949
66673,49033
66676,3691
66702,98939
66704,77014
66712,59311
66719,88487
66720,97450
66722,84758
66745,85223
66751,53059
66753,192
66765,9831
66769,73068
66771,37089
66774,75942
66778,6432
66812,49927
66819,33260
66822,48508
66824,82068
66830,23643
66844,86104
66848,84382
66852,32623
66865,28008
66870,10649
66886,4152
66893,41512
66897,37138
66901,33299
66905,31827
66908,29347
66912,50768
66961,34521
66963,42387
66980,45917
66991,78924
66998,36286
67010,88388
67013,18603
67018,79691
67022,4517
67029,21910
67035,82133
67046,85839
67061,62505
67066,76042
67074,83045
67077,29996
67078,483
67088,42753
67092,15842
67095,49106
67101,9387
67105,71916
67116,8475
67118,93318
67166,82457
67169,79144
67174,27072
67181,68305
67187,5845
67189,43286
67193,58556
67231,95048
67232,44957
67241,58010
67242,75549
67246,42525
67253,46019
67257,10533
67260,44059
67272,31353
67280,75738
67281,59990
67285,72029
67295,83218
67301,87459
67305,52149
67312,36543
67317,70900
67322,50952
67340,30756
67343,19412
67369,93215
67378,24656
67416,8889
67417,59380
67426,74192
67428,36183
67433,52462
67451,21069
67459,90341
67485,27535
67498,27368
67499,88618
67501,89166
67512,21619
67553,42445
67560,15795
67564,95757
67575,5276
67577,7616
67584,15735
67587,54215
67591,78195
67600,17611
67621,4787
67627,64179
67629,27432
67637,11124
67645,34237
67656,32308
67676,19096
67691,44916
67696,22671
67719,90865
67725,24745
67731,86646
67757,27066
67763,17858
67764,35949
67773,56851
67799,30773
67820,97353
67827,85757
67833,19145
67839,57304
67848,89602
67859,70187
67863,53825
67865,87987
67876,92262
67886,15466
67889,83887
67956,25293
67962,28736
67968,25480
67983,74870
67987,66267
68003,63808
68010,75036
68033,54872
68037,23631
68041,50123
68045,71024
68051,98296
68057,19119
68069,77347
68072,98866
68076,40942
68084,57281
68093,23300
68095,46231
68108,53811
68110,52889
68122,96114
68124,72892
68138,83902
68157,48147
68159,80402
68162,98951
68164,8772
68166,98511
68171,64820
68177,94371
68188,4465
68190,18421
68208,47031
68244,40740
68249,1932
68256,41808
68267,4201
68271,50597
68278,69944
68285,63548
68290,11449
68293,57521
68315,30897
68319,1901
68325,75761
68335,87220
68348,50418
68357,28444
68360,11615
68403,17510
68404,67775
68433,44464
68438,77379
68445,27081
68475,32648
68479,80657
68499,21034
68508,96629
68509,60880
68528,365
68536,27199
68538,68409
68552,9235
68558,76132
68570,92476
68593,55038
68603,12920
68620,40253
68621,76186
68641,33671
68645,66453
68646,94571
68648,60176
68654,10221
68667,62386
68668,14638
68675,8152
68681,75514
68691,65314
68704,20618
68722,49836
68725,98863
68765,7705
68770,52204
68794,31267
68824,85609
68835,1645
68837,73364
68848,4333
68853,2738
68858,23067
68877,98603
68885,15936
68909,82455
68910,4032
68916,55314
68924,17871
68934,69991
68942,10964
68944,84719
68959,53431
68962,70115
68970,21944
68977,25547
68978,39079
68982,19507
68991,13570
69005,77707
69015,85148
69017,22160
69035,17005
69036,30866
69085,78191
69104,51506
69105,60229
69110,9016
69116,89248
69123,60041
69180,60764
69189,39398
69196,47831
69202,17015
69236,13312
69240,64330
69249,7103
69261,56215
69268,14610
69272,92381
69274,55659
69341,62487
69362,18888
69381,14006
69393,66720
69403,46727
69407,95622
69447,39273
69448,15157
69450,69543
69456,9230
69472,69445
69475,17231
69481,57661
69492,1129
69499,17758
69503,6049
69509,68035
69515,887
69519,42809
69526,78176
69527,58136
69557,35143
69572,96137
69584,99245
69589,62388
69625,55947
69630,99728
69644,14495
69648,66860
69674,83219
69676,974
69677,75992
69678,32650
69687,72423
69699,98929
69702,18364
69712,96044
69723,9679
69726,19931
69734,37419
69735,49239
69755,50424
69771,22047
69778,53969
69781,35584
69782,83034
69785,53940
69821,92548
69825,52841
69828,27292
69830,28547
69836,55174
69842,41593
69848,76208
69854,79005
69860,77375
69861,13000
69862,47649
69872,63743
69875,44756
69891,13099
69892,25061
69897,76193
69908,72925
69909,8326
69933,63083
69937,60358
69938,36186
69983,96755
69987,42693
69992,56968
69994,22472
70002,13775
70003,4747
70005,55971
70032,95318
70036,42572
70038,42837
70039,47243
70073,82515
70075,41462
70079,62813
70087,43552
70143,8301
70162,69448
70214,77536
70222,69117
70233,95591
70241,50194
70243,78739
70253,97058
70262,38397
70283,90221
70295,86930
70300,11841
70314,18886
70322,20937
70323,2696
70325,13249
70338,4692
70352,41560
70361,38434
70374,50601
70391,75992
70404,69756
70416,12558
70419,749
70426,71078
70435,44626
70454,74516
70465,76754
70473,88966
70476,89095
70508,42111
70513,26144
70526,85609
70543,88395
70549,41381
70551,22025
70565,77012
70584,74019
70606,61249
70612,85152
70630,35842
70632,12116
70663,36814
70682,68254
70684,29710
70687,72327
70716,31623
70718,17019
70733,64528
70766,67371
70768,24669
70776,39845
70783,34510
70787,14296
70802,25921
70805,21494
70827,49579
70834,11280
70844,95560
70852,7407
70860,5327
70872,82850
70876,63016
70877,56501
70881,33897
70882,86116
70892,93116
70899,61123
70933,67010
70949,65523
70953,36329
70954,56113
70985,41415
70991,26389
71002,74925
71021,92548
71032,22985
71036,49459
71071,4467
71087,51578
71131,55793
71139,50996
71140,46617
71152,21325
71153,6362
71157,96786
71176,52356
71178,98812
71191,63178
71194,7468
71206,20809
71207,97242
71212,29949
71216,77888
71222,77062
71223,56939
71231,7629
71257,43666
71259,48952
71267,60570
71283,77821
71287,97281
71303,94424
71305,7764
71316,17810
71321,24133
71352,22016
71354,63547
71388,8315
71413,56764
71438,78019
71443,97919
71457,99215
71477,59519
71480,86016
71489,61476
71519,67607
71534,43587
71551,22300
71555,55121
71559,11296
71560,51324
71565,42142
71580,834
71586,35719
71598,89146
71608,69102
71609,99833
71621,19558
71630,38715
71640,90552
71642,85913
71651,53885
71655,47163
71666,11507
71697,97368
71698,69269
71702,43948
71726,77639
71730,27622
71731,46596
71747,80371
71782,90673
71784,15503
71790,96825
71798,5269
71803,86099
71804,98985
71821,73450
71840,30265
71848,12281
71856,15554
71859,74770
71872,8839
71877,28012
71885,51240
71886,80004
71892,13462
71898,75841
71903,16400
71908,31420
71909,2670
71914,32212
71922,73722
71945,73262
71946,89633
71952,78969
71962,85409
71965,69195
71986,3300
72008,68264
72015,56633
72023,74254
72038,18871
72048,50955
72064,94810
72105,89280
72140,623
72154,99316
72158,44730
72168,84495
72173,64716
72176,95245
72177,24862
72213,52238
72226,46483
72244,99608
72249,34633
72263,74539
72274,51792
72278,25887
72279,53350
72282,3370
72289,39844
72317,14222
72328,67432
72338,86236
72342,38938
72355,53048
72364,99287
72415,99517
72472,53682
72474,50919
72496,32195
72510,58315
72517,14153
72540,49452
72542,40799
72544,76144
72550,21817
72552,99994
72567,30951
72572,88510
72573,57927
72581,75461
72596,46811
72599,24602
72622,6339
72634,46969
72644,2522
72660,39899
72678,30874
72680,6777
72708,52385
72730,66142
72743,87367
72763,4352
72772,72044
72783,86662
72797,50992
72813,80276
72852,65373
72862,3130
72867,37217
72875,64991
72880,53874
72883,41372
72892,56922
72893,1850
72933,83244
72937,37523
72942,2895
72947,67632
72969,32477
72972,71205
72981,58119
72983,95020
72987,35083
73014,53300
73020,4361
73027,87963
73031,69862
73033,87851
73034,83302
73035,80326
73039,11212
73047,6663
73048,55214
73088,11840
73096,81082
73119,7823
73134,13784
73139,76000
73148,67220
73149,20828
73172,10409
73173,82133
73178,46456
73182,46111
73184,52052
73206,7532
73216,74566
73227,77258
73260,77487
73273,70711
73276,36799
73277,76912
73282,17930
73288,56734
73293,97444
73314,49026
73319,47756
73324,16145
73363,27382
73366,75565
73371,85968
73377,51179
73390,33973
73395,37551
73410,7182
73423,13986
73437,45272
73449,63200
73457,62740
73461,34506
73465,60070
73467,1266
73469,34762
73477,69050
73492,4225
73493,9509
73497,56695
73500,41774
73506,57663
73525,7853
73533,90400
73540,3660
73558,85701
73591,24405
73594,83082
73596,3033
73601,90213
73604,31284
73625,6727
73629,897
73642,66629
73646,48139
73648,91873
73655,13464
73673,27457
73680,77151
73688,19997
73695,60542
73701,34180
73716,9627
73720,95774
73726,80136
73727,89634
73736,40212
73738,87495
73763,59300
73784,51360
73787,91508
73793,69070
73798,8064
73804,93742
73817,12749
73819,64810
73821,91120
73822,48293
73860,4120
73874,92905
73886,49628
73893,44657
73909,91848
73919,73526
73926,79758
73930,28354
73935,73589
73954,70350
73955,20799
73957,30715
73968,68050
73985,22626
73986,29787
