E_A,B_D
48783,81088
48787,28472
48811,26149
48820,4984
48827,57242
48857,22650
48868,18266
48874,15199
48883,97272
48884,32629
48888,55942
48895,63145
48904,81583
48910,72437
48915,47718
48916,173463
48927,91481
48933,16488
48938,97782
48943,44873
48945,28608
48948,93978
48956,75137
48958,23752
48962,96142
48993,61584
49001,33947
49006,60832
49008,7148
49022,69197
49032,30563
49040,38919
49045,43030
49071,38371
49107,4820
49131,29034
49147,56663
49157,23836
49163,17898
49170,42905
49179,12569
49180,25752
49192,23867
49195,6862
49205,32696
49257,21608
49268,6650
49272,70916
49282,47305
49308,20545
49327,7041
49329,95072
49331,71884
49371,57569
49379,3129
49383,53648
49386,17498
49394,49381
49412,64006
49417,98636
49418,28855
49428,159394
49430,95045
49441,1761
49480,13527
49499,2348
49508,10086
49516,10492
49586,8739
49599,74348
49609,12314
49619,48024
49625,37115
49636,1527
49639,45338
49646,58914
49652,57241
49654,60376
49685,11876
49688,62926
49694,102131
49703,12631
49708,71842
49711,27726
49716,20041
49718,12039
49732,28841
49733,18511
49743,97896
49747,93082
49748,36095
49755,8643
49759,88749
49761,62601
49763,138608
49770,80718
49801,97273
49802,34240
49805,11566
49808,12538
49811,98785
49814,42444
49823,42347
49833,9985
49838,57908
49841,42283
49864,49556
49873,21488
49916,49206
49926,82328
49938,21916
49953,65998
49962,31081
49999,42888
50004,22009
50010,63693
50017,49597
50029,28960
50035,83103
50036,91098
50045,41857
50069,16560
50071,172474
50077,37311
50145,85453
50154,84761
50161,9714
50171,19387
50181,86544
50195,88945
50208,54356
50214,3665
50218,6169
50229,38793
50235,1680
50237,84854
50247,27107
50250,51732
50258,28452
50278,58993
50287,68455
50289,26121
50292,15530
50304,41386
50311,39206
50322,57225
50327,159507
50334,84913
50358,62956
50423,28095
50426,95471
50429,62007
50441,4129
50446,1006
50447,88430
50449,3510
50453,78652
50471,76690
50505,34304
50511,18150
50523,78874
50524,7491
50540,37501
50568,32301
50577,47892
50608,74910
50631,36302
50651,18691
50654,55707
50667,28365
50672,84263
50675,39898
50682,28798
50690,12341
50718,24316
50731,65399
50736,19610
50757,36882
50771,34360
50776,77353
50779,66743
50780,25826
50781,83134
50793,10842
50807,558
50827,46640
50833,73741
50835,38754
50838,46490
50840,83108
50843,89220
50854,61697
50868,85081
50894,90139
50900,29404
50923,89888
50925,60456
50932,28697
50951,44640
50955,25230
50965,124761
50974,19635
50978,13952
50987,56055
51007,8058
51011,39830
51017,33363
51018,34080
51021,73092
51022,16993
51025,65279
51026,64046
51031,34919
51039,53904
51046,12697
51049,73833
51062,142496
51072,9135
51076,9044
51077,23739
51086,27771
51088,21600
51089,3937
51102,41567
51103,3641
51132,4641
51142,33515
51175,73602
51178,25504
51189,49519
51196,43993
51210,80403
51219,90272
51221,87367
51225,41446
51238,98126
51257,2376
51262,37332
51275,41937
51282,62761
51298,32126
51306,85268
51323,50323
51328,2454
51333,84358
51336,31572
51348,38738
51360,42929
51370,20671
51388,78980
51403,37943
51436,94992
51443,113866
51452,72830
51464,61910
51477,10909
51502,15079
51521,11331
51555,90812
51562,42496
51574,88289
51583,70659
51595,18584
51596,36367
51619,53907
51650,98404
51657,73006
51664,85818
51675,47766
51694,31808
51696,44998
51710,98231
51727,148647
51730,94288
51731,95456
51757,24785
51758,90305
51763,22954
51765,12620
51776,2444
51786,74161
51789,33875
51798,24694
51816,91077
51818,2387
51821,78753
51825,44940
51826,70934
51835,86417
51836,82512
51858,27470
51885,7028
51893,89152
51895,58839
51910,5928
51912,35837
51924,97920
51938,93381
51953,27847
51956,86586
51973,67468
52009,5124
52010,14962
52030,1010
52037,76708
52044,47704
52060,21589
52066,23270
52084,46864
52096,64405
52104,52580
52113,70569
52122,109431
52147,16962
52162,92778
52164,10714
52176,93665
52181,93750
52185,99900
52199,39209
52222,22308
52229,11766
52238,65016
52240,62444
52251,54492
52252,44470
52263,58428
52283,82857
52286,111191
52293,4243
52300,56293
52305,96390
52309,95888
52326,71013
52328,64131
52338,14135
52348,37853
52362,26418
52368,34741
52370,55448
52371,37818
52379,92458
52440,87971
52449,16826
52480,12261
52491,36802
52495,44363
52506,75950
52509,77820
52511,1957
52516,70865
52527,8123
52544,70550
52545,19202
52564,43051
52579,18727
52588,31297
52592,51429
52608,78353
52612,75386
52616,239
52618,84375
52652,44201
52656,42452
52657,99572
52659,6773
52667,37664
52690,90659
52707,56323
52709,53426
52738,31280
52765,12915
52781,66319
52795,73869
52798,2799
52811,63101
52815,30069
52824,78019
52841,72141
52844,26962
52875,1137
52879,95182
52898,89360
52901,61677
52903,91278
52916,54071
52918,9262
52919,4968
52944,53422
52962,109484
52976,85389
52991,57500
52993,91113
53028,95552
53049,60197
53073,72964
53076,79641
53079,36169
53088,4969
53090,88245
53156,54789
53170,81811
53178,88731
53188,672
53205,57169
53216,68790
53227,27874
53230,66668
53231,10113
53237,96530
53238,73716
53241,44206
53243,68521
53268,71377
53270,47142
53285,97081
53288,15084
53295,55801
53324,21211
53340,33715
53348,23033
53366,88412
53416,52849
53422,72159
53433,67344
53434,4463
53471,94465
53484,86678
53485,37789
53486,67060
53502,29724
53505,62021
53541,94777
53545,31617
53547,56324
53549,4165
53553,13817
53564,35257
53567,28668
53581,66044
53588,69807
53604,88372
53612,162717
53627,31021
53671,18462
53686,64147
53689,13373
53693,80917
53698,93795
53699,9847
53702,95134
53703,58389
53712,78509
53717,99917
53720,59473
53722,82733
53728,35454
53745,69138
53754,19747
53755,40259
53761,66574
53783,26805
53787,17248
53789,72020
53797,93286
53802,58915
53810,84247
53815,41637
53818,81186
53825,2633
53838,62227
53840,40933
53855,97514
53857,39441
53871,17137
53874,75967
53875,66029
53899,51481
53903,37116
53923,28788
53930,30758
53942,87549
53944,19650
53954,77357
53966,99820
53987,62468
53992,981
54005,30437
54025,56783
54043,40248
54051,34272
54055,80783
54058,69373
54080,67960
54084,40286
54088,62062
54100,92562
54101,35670
54103,1048
54107,4538
54135,134
54158,70669
54178,96376
54179,66735
54255,86086
54274,22589
54281,79702
54289,32148
54291,35241
54305,46110
54311,97146
54317,19590
54319,49601
54331,52763
54333,51813
54336,22595
54343,13267
54344,119366
54356,89293
54380,30104
54383,30444
54401,51782
54403,96203
54421,6437
54423,22612
54430,62535
54433,54928
54442,23541
54445,35588
54459,129419
54464,56134
54466,17322
54518,69399
54540,65980
54574,89312
54577,43559
54593,21463
54595,84184
54602,60162
54608,38125
54643,23322
54648,68671
54657,23063
54743,78914
54749,2712
54763,84468
54786,10721
54788,71572
54807,11747
54813,56974
54867,50891
54886,8759
54903,77081
54917,92541
54935,11010
54940,30781
54947,56023
54959,76056
54979,22448
54987,75357
54989,55926
55014,85298
55026,89326
55031,64020
55033,71107
55035,82051
55043,86961
55071,65587
55076,32614
55080,9301
55090,45973
55099,54958
55105,54004
55124,29108
55129,32433
55152,48596
55164,43032
55167,72473
55173,127606
55175,83984
55181,13175
55185,17828
55187,6072
55192,43421
55197,83193
55211,14869
55218,81169
55244,119530
55245,27577
55248,64648
55280,44462
55282,32972
55289,121046
55308,69059
55340,96340
55343,94162
55351,20371
55356,89306
55357,7097
55359,70180
55366,71042
55374,9956
55398,94021
55399,2852
55411,45264
55415,75027
55416,79871
55418,78163
55438,88219
55447,76113
55469,67830
55471,79057
55479,2466
55515,75649
55526,27854
55541,22070
55549,17829
55558,49097
55595,29498
55611,12372
55617,1907
55622,3429
55639,78370
55640,57073
55641,29703
55648,39367
55661,44743
55665,5407
55694,50609
55728,88820
55729,50055
55737,28252
55739,34886
55766,70462
55774,75924
55802,39348
55814,41972
55827,55353
55829,56712
55851,46657
55863,17289
55868,79954
55885,10417
55905,88979
55915,67320
55916,59615
55925,86856
55933,83629
55937,82398
55945,102736
55950,50495
55960,67006
55965,41799
55968,678
55970,50639
55988,5324
55997,69366
56000,2251
56003,21681
56005,98875
56010,1006
56018,32056
56030,83059
56034,8254
56046,47557
56053,34851
56061,92153
56064,17805
56065,133463
56081,11468
56106,92622
56115,17403
56118,17395
56122,19935
56135,36938
56137,92207
56155,29571
56158,59082
56165,84841
56167,36098
56201,65149
56202,74314
56210,34635
56231,88840
56241,80940
56247,56882
56251,99211
56268,41591
56276,58592
56280,8660
56293,14506
56295,25732
56297,31791
56302,14909
56304,20565
56305,75932
56322,5620
56341,11877
56358,71426
56361,48407
56372,62065
56388,30204
56404,2639
56409,59274
56419,38425
56425,10917
56494,59173
56531,86824
56537,18810
56553,91191
56560,37429
56563,66847
56564,37996
56565,42908
56567,73589
56575,90093
56612,45284
56616,64816
56631,10989
56632,35977
56634,67457
56638,12791
56643,81876
56646,2670
56648,93314
56653,79910
56662,59856
56664,10328
56671,1911
56684,96490
56685,98709
56703,93308
56711,78386
56721,45552
56772,85993
56790,28894
56792,68357
56794,3098
56796,62322
56825,73126
56835,33986
56844,58963
56845,93595
56879,85737
56898,4668
56905,80740
56916,26905
56917,93885
56918,45703
56933,90934
56956,27273
56961,49310
56965,16187
56971,95891
56978,82047
56981,21240
56983,79109
56990,20704
56991,6838
56996,32710
57004,41968
57013,47153
57045,133978
57053,66885
57066,97160
57070,83881
57072,18627
57081,39379
57083,81349
57085,99669
57098,103674
57103,67921
57107,34339
57115,77924
57117,22233
57124,27221
57137,94238
57139,90250
57151,51859
57157,41875
57164,40887
57166,49431
57174,98993
57199,24049
57203,81138
57213,23082
57238,49387
57245,41846
57252,35977
57275,75445
57283,2601
57305,46174
57324,3441
57346,23827
57350,76185
57354,83424
57384,93700
57410,47142
57418,54557
57428,65646
57431,4033
57438,8498
57451,94156
57452,30487
57461,84240
57485,74855
57500,90120
57513,50379
57518,89767
57521,67929
57523,71657
57526,2639
57529,55366
57541,77105
57563,63668
57564,32600
57567,70284
57568,130105
57577,90244
57578,38463
57613,78317
57638,27553
57674,15532
57681,68565
57703,91540
57707,24162
57717,83033
57727,23491
57762,64009
57781,3295
57788,24103
57790,87556
57810,45493
57825,33636
57829,50801
57833,37048
57834,81383
57848,72505
57861,57996
57867,29873
57868,40480
57881,74411
57883,31307
57886,23538
57891,94868
57893,88553
57898,79037
57911,72796
57914,65413
57919,27235
57925,76567
57959,69276
57965,76429
57966,3453
57991,47352
57995,92304
58017,99785
58021,13127
58072,83527
58078,71497
58097,68227
58102,11393
58147,30283
58166,81372
58197,42976
58228,31903
58235,45165
58241,63198
58246,69821
58255,69634
58262,85643
58266,93212
58267,21430
58283,30813
58284,46241
58318,95264
58324,10194
58344,20778
58353,11697
58356,38340
58363,58634
58365,86769
58375,18411
58384,17894
58387,20982
58397,40330
58420,44432
58429,24953
58440,87197
58444,53223
58483,14782
58507,903
58514,14355
58517,91
58579,65084
58598,78694
58600,2794
58602,63735
58628,95625
58639,73934
58648,53000
58663,25946
58677,64073
58689,20042
58782,71015
58786,96324
58792,37320
58833,54031
58839,87223
58847,38679
58865,89759
58877,56874
58887,20340
58909,83695
58912,84481
58938,45007
58955,33226
58988,49471
58999,29071
59024,90534
59030,31977
59031,7321
59036,48829
59052,38354
59059,91450
59060,75490
59065,8300
59073,80475
59084,74483
59104,81177
59111,45750
59114,24534
59122,91159
59134,52124
59142,48213
59164,13361
59184,92884
59201,43745
59202,131165
59210,23088
59217,81586
59220,80999
59225,73223
59260,90290
59272,77197
59277,37233
59280,34109
59293,19368
59294,31624
59302,57955
59304,8915
59306,70816
59307,46473
59316,63339
59322,70132
59334,35080
59342,72592
59349,39643
59357,14767
59360,44329
59364,59862
59370,43959
59380,39671
59399,22131
59403,65135
59421,78763
59434,176068
59439,6084
59453,83670
59468,93116
59474,165089
59485,45874
59494,41361
59495,15091
59496,7540
59508,54497
59519,13079
59530,60952
59531,86374
59536,69909
59541,93028
59557,46089
59562,3135
59576,84770
59586,54917
59590,37990
59595,61493
59613,49273
59622,34858
59633,47246
59635,53783
59656,94709
59663,37353
59674,46926
59706,6693
59721,72859
59734,84924
59756,11960
59759,45002
59772,41775
59774,7708
59788,23188
59809,40485
59821,151018
59827,60690
59830,73426
59836,79421
59837,90485
59839,68145
59864,65119
59865,24575
59866,97318
59869,30204
59871,98496
59873,36381
59877,58060
59892,19250
59900,96306
59910,9217
59923,57905
59931,37145
59975,63434
59977,51317
59988,60355
59989,56416
59994,83196
60013,63651
60015,81666
60026,58423
60029,34652
60054,90821
60062,40069
60065,21433
60077,82428
60086,71481
60096,99890
60117,130686
60119,8235
60123,67537
60127,31517
60130,50855
60135,30490
60161,33881
60185,74842
60194,95147
60203,62948
60205,4354
60232,2228
60233,94162
60252,33810
60259,42760
60276,98423
60278,4171
60281,35095
60327,12144
60354,10180
60364,96087
60373,25194
60374,25692
60378,41482
60412,69342
60416,36674
60426,78240
60433,1816
60453,1842
60454,94461
60466,92652
60478,35429
60483,16760
60507,10204
60515,53687
60528,81115
60543,9281
60544,59372
60554,62445
60555,72909
60560,80046
60561,34783
60591,60178
60593,6214
60595,23119
60600,10276
60611,87945
60615,81024
60620,43716
60629,57777
60644,88599
60648,50585
60659,65806
60660,50406
60663,51
60669,79822
60671,117835
60684,232
60686,86068
60704,52311
60705,67060
60713,39302
60722,34410
60723,144343
60738,57342
60745,62744
60750,9433
60759,8443
60760,43406
60766,42184
60791,78934
60819,82588
60839,11695
60845,77319
60849,11183
60862,99177
60865,15047
60879,42303
60881,62654
60904,90442
60906,79556
60909,14449
60912,6536
60914,44500
60922,60934
60933,142697
60969,13441
60991,87865
61015,96451
61018,67566
61025,3980
61054,25204
61059,22264
61092,27148
61095,48492
61097,10461
61100,64700
61124,7271
61128,29470
61144,23310
61153,45041
61156,12487
61170,6527
61177,29867
61181,98000
61189,50306
61206,40766
61209,34551
61224,42556
61234,73625
61236,91499
61241,84135
61250,73864
61260,88053
61271,83287
61315,48926
61316,31519
61319,20295
61329,36122
61330,31348
61338,37684
61341,69981
61342,4858
61347,93083
61348,11267
61358,81193
61360,2650
61363,29789
61380,13263
61386,91621
61389,42176
61392,5831
61409,68289
61453,4435
61462,64247
61464,77270
61485,67027
61495,51640
61535,84218
61540,43551
61547,47568
61572,68550
61583,9837
61595,64345
61610,14815
61616,39621
61633,48200
61647,56862
61658,19327
61675,60167
61695,34181
61732,51633
61733,44406
61754,48126
61767,77441
61772,96063
61802,75157
61822,52016
61836,25706
61837,17037
61843,43337
61852,72196
61862,93050
61880,10951
61896,14852
61900,94288
61933,135644
61940,74509
61951,12523
61955,17838
61968,47770
61969,28886
61970,52167
61971,50777
61972,33197
61975,95110
62005,99327
62008,87914
62021,75276
62022,73423
62023,18553
62030,20324
62037,111974
62054,17532
62055,87815
62059,69173
62061,30806
62064,61317
62075,63585
62078,99951
62102,28146
62132,9080
62157,36210
62180,64317
62187,42353
62193,146738
62195,80839
62200,45252
62212,32862
62217,3385
62224,87971
62248,21038
62256,55990
62258,50948
62259,9731
62261,46286
62264,76759
62281,56089
62308,54642
62317,64303
62347,120166
62373,36693
62379,38588
62382,98888
62389,73697
62394,38313
62397,11973
62399,30025
62417,89337
62421,75861
62441,96724
62478,21826
62480,17722
62501,42107
62509,20025
62524,19862
62531,88785
62545,71600
62547,48946
62549,83913
62561,72832
62565,49046
62571,69673
62573,71008
62579,46049
62595,61448
62603,37288
62619,4796
62627,49347
62639,84378
62646,42513
62659,97428
62674,52764
62676,43356
62721,29632
62724,51209
62728,75174
62732,9103
62749,35153
62759,69376
62760,98863
62764,25368
62782,54987
62796,61780
62798,46525
62805,36460
62844,74556
62847,29976
62853,14545
62855,41915
62857,42480
62868,5948
62869,89815
62874,78690
62909,87083
62912,79569
62914,74523
62926,72805
62929,91113
62950,71239
62952,62752
62954,35286
62959,93904
62973,17937
62987,29979
62998,80050
63017,93921
63030,93415
63035,71253
63049,65528
63051,73840
63053,31008
63080,79949
63094,33023
63098,84253
63122,44944
63134,72439
63137,95817
63140,52509
63144,20791
63157,59052
63159,59906
63160,72810
63168,1333
63184,71324
63201,63186
63208,7936
63220,52433
63238,72674
63241,48379
63250,95674
63252,79952
63262,81260
63268,118574
63274,80655
63284,83109
63297,10978
63327,12574
63365,76203
63368,99830
63373,24499
63379,69651
63382,18440
63388,47200
63390,5975
63396,15540
63399,64634
63429,73135
63432,3527
63434,55320
63450,86030
63452,46665
63461,42318
63472,9519
63505,137018
63507,38282
63508,20412
63514,67659
63527,50959
63533,50730
63542,4649
63550,60348
63551,83410
63566,87649
63580,79567
63583,99565
63587,82059
63588,36346
63594,98394
63597,85408
63601,18322
63602,95911
63605,68922
63619,80244
63633,19042
63646,97763
63660,66509
63664,14314
63680,75166
63681,10212
63692,18918
63704,68459
63717,47662
63720,41571
63742,84135
63770,77129
63781,69102
63816,2460
63822,64062
63824,87823
63827,57809
63850,86791
63863,44355
63867,51166
63894,32298
63898,42217
63900,38416
63907,12828
63911,67274
63915,91035
63917,63294
63926,34742
63930,35465
63949,45925
63951,21504
63953,30098
63965,69043
63976,7639
63982,28258
63989,57398
63994,3747
63997,71891
64007,52466
64023,90072
64028,1066
64049,76078
64053,39366
64061,11715
64070,53195
64094,26728
64106,10162
64110,62291
64119,33363
64125,4769
64133,90347
64144,51683
64157,45440
64159,98200
64171,7696
64183,59045
64204,87196
64208,68352
64210,50271
64229,59912
64260,13801
64274,74383
64291,39377
64298,52178
64310,50959
64324,86236
64327,59896
64358,23982
64370,25180
64409,27290
64410,69846
64420,70710
64435,13972
64450,31101
64467,28907
64470,80202
64478,11451
64485,4139
64500,45725
64507,40585
64566,61807
64571,33852
64576,63262
64627,47857
64628,59449
64632,44047
64641,87693
64649,58667
64656,43354
64663,26934
64682,6573
64697,53408
64704,25953
64706,15065
64723,51716
64724,94623
64744,64678
64755,53481
64756,23149
64759,80610
64776,56113
64781,47252
64782,57240
64797,22087
64818,57852
64827,53514
64834,47172
64835,30797
64861,23546
64866,93780
64904,58599
64913,39926
64918,88289
64939,69097
64944,97253
64950,14974
64979,659
64985,22869
64987,7380
64988,24665
64997,25079
65007,36334
65019,122957
65022,41816
65091,92873
65093,78241
65098,39320
65107,87608
65115,44206
65142,20606
65176,47535
65191,64810
65199,44870
65216,141479
65234,2098
65238,53553
65258,14835
65265,59372
65266,11021
65280,70420
65300,9507
65309,88411
65322,87336
65328,52100
65350,5456
65374,13959
65383,39363
65391,76336
65402,139607
65404,47905
65410,15543
65419,27407
65436,33495
65468,60084
65475,55939
65485,87682
65487,10515
65493,32923
65502,2676
65503,50387
65509,83056
65516,56334
65519,95977
65523,78413
65528,26760
65534,18305
65536,68258
65553,21229
65567,20441
65606,76800
65619,74721
65637,87155
65642,99626
65645,56113
65653,2119
65673,17343
65680,17381
65681,53669
65689,97925
65695,23878
65710,5798
65746,45533
65784,78495
65795,46513
65806,88204
65819,78383
65875,33295
65884,36776
65893,41393
65894,77086
65903,73352
65908,77825
65923,75064
65930,18753
65949,32420
65954,90870
65982,72228
66004,87604
66005,27574
66011,67637
66018,52777
66032,35751
66052,79615
66075,77703
66095,5687
66096,81789
66109,55387
66122,54218
66135,81156
66152,90712
66155,68476
66156,85512
66184,43722
66202,86427
66209,80693
66215,56391
66217,22944
66218,65728
66219,2878
66230,17746
66265,93357
66270,59079
66274,83539
66297,12675
66307,109187
66320,74504
66324,66958
66343,74344
66349,60477
66350,75693
66373,28061
66374,98903
66391,49619
66392,19720
66395,26934
66408,22434
66413,83012
66423,84867
66424,78466
66435,81242
66451,78914
66462,6448
66474,22807
66475,34367
66476,61338
66481,100635
66484,75074
66485,48263
66490,82132
66495,79812
66498,23018
66502,27914
66516,33823
66531,85490
66536,96257
66561,97132
66578,48684
66580,68328
66587,41
66590,85942
66597,46508
66602,91204
66614,97314
66619,85410
66657,26017
66686,76833
66707,2582
66719,142833
66721,134
66735,25047
66743,14059
66744,79769
66758,24098
66778,8488
66810,70749
66827,40213
66828,56190
66835,43973
66847,31693
66852,70713
66860,93455
66863,14169
66904,26497
66909,41578
66921,1151
66927,26811
66933,50035
66951,68626
66978,32917
66985,68178
67019,19093
67020,53489
67021,68349
67033,143617
67038,21191
67052,46207
67065,25945
67067,106701
67069,37345
67087,30804
67129,84952
67138,25277
67155,77522
67161,56109
67167,3715
67174,37601
67175,83152
67201,3660
67210,44556
67228,4963
67248,16718
67259,63030
67261,30186
67274,76344
67314,66810
67324,36930
67337,39297
67338,58793
67351,74763
67370,27406
67371,44655
67377,89363
67381,79065
67385,93071
67389,18738
67396,70244
67399,39378
67405,26834
67418,7487
67421,46266
67430,76189
67450,46577
67477,97062
67484,70649
67493,2462
67497,68872
67521,83204
67530,144117
67539,46201
67559,47789
67572,56571
67577,71728
67584,13664
67585,14659
67601,52666
67606,55202
67627,11119
67629,41937
67634,39693
67635,46578
67638,3669
67643,14282
67644,53438
67651,39306
67653,96584
67707,68621
67727,21624
67735,51836
67738,25134
67742,74257
67745,55942
67785,92006
67788,52202
67792,290
67797,22479
67800,46112
67819,40716
67839,97206
67853,858
67879,69381
67893,50234
67897,65506
67899,37372
67921,14807
67925,24792
67958,11396
67961,18985
67984,18343
67997,56442
68006,57459
68018,50960
68019,94416
68044,9557
68045,14955
68062,68502
68067,7667
68071,31957
68091,19424
68098,56185
68148,43014
68173,15569
68186,63032
68188,72910
68196,7216
68198,96604
68199,45713
68215,24993
68218,3860
68227,20608
68228,54739
68250,17530
68262,71540
68267,58108
68299,91339
68327,60143
68338,72254
68348,76913
68349,53512
68355,41937
68362,83172
68364,1569
68381,25
68384,43840
68395,90705
68396,130150
68411,27552
68419,15498
68424,63964
68451,52969
68458,17490
68488,12587
68489,70095
68495,31406
68499,61227
68506,2626
68540,16538
68549,93599
68553,70932
68556,42036
68565,80907
68570,57608
68577,57693
68581,25886
68589,145004
68601,93105
68629,44872
68633,99991
68648,9075
68649,8939
68669,97191
68676,73192
68684,24803
68694,79446
68706,98468
68744,16174
68748,26255
68754,103851
68765,11366
68781,29157
68795,20222
68797,106426
68805,50150
68809,37513
68810,67825
68825,65194
68826,96540
68841,97019
68846,24872
68876,16789
68881,146405
68885,12136
68894,27645
68931,95873
68949,97829
68961,1633
68984,35097
68989,18439
68992,32247
68993,78905
69005,78839
69006,105921
69014,40927
69028,84660
69039,58506
69053,86376
69057,76514
69069,42647
69071,46786
69073,98591
69078,57939
69086,67848
69090,5589
69104,43805
69126,8133
69146,72485
69181,18413
69184,78043
69196,83506
69202,67846
69203,7169
69230,41596
69241,8337
69244,1660
69264,85816
69267,95602
69295,44726
69299,94250
69310,15721
69313,35821
69325,103134
69327,42868
69333,65561
69367,380
69369,67418
69372,32799
69384,60956
69385,89868
69388,164034
69394,66251
69422,99490
69446,86302
69451,89978
69453,96983
69481,32591
69498,93742
69515,67974
69531,22295
69537,19806
69542,77171
69558,34850
69564,78532
69568,81950
69575,21571
69581,74370
69605,56887
69606,13715
69618,34567
69619,52555
69624,8680
69631,52304
69651,54822
69658,26405
69659,31853
69673,18693
69674,74075
69675,86141
69679,47060
69701,77931
69711,64942
69724,71252
69725,55506
69736,59462
69737,88716
69753,74900
69760,28014
69784,26921
69786,45610
69803,4418
69813,82597
69815,28498
69838,19224
69841,31325
69845,58317
69854,95609
69864,14511
69868,94414
69872,47491
69876,41664
69891,7181
69904,50044
69906,12100
69933,52911
69942,36941
69944,79185
69959,120240
69990,25709
70002,73044
70008,21530
70020,76578
70023,39678
70024,64701
70045,39888
70051,84174
70067,40910
70081,96352
70082,11127
70102,51229
70103,35113
70142,7487
70163,71455
70166,97941
70167,89593
70181,13710
70197,47578
70221,79810
70230,51707
70239,56312
70245,32350
70246,99913
70284,75336
70302,15982
70309,6487
70313,13809
70316,56987
70319,83182
70321,24014
70330,29260
70338,3533
70343,91899
70358,68303
70370,74478
70372,48778
70375,5566
70390,16207
70402,43919
70407,48243
70413,60959
70427,54159
70435,37734
70447,64985
70458,47443
70469,53404
70474,141827
70487,29864
70502,29063
70507,29044
70510,152613
70527,24482
70529,95729
70533,71859
70542,56896
70548,81946
70550,59793
70553,92527
70569,27029
70580,87067
70589,55157
70590,84990
70591,51375
70605,83577
70611,91769
70613,1853
70631,25308
70638,101851
70639,5382
70640,9351
70664,41520
70666,12908
70680,4840
70681,99890
70692,28521
70695,68309
70716,9333
70721,21086
70730,76699
70731,28785
70734,42307
70759,40174
70764,47353
70770,65996
70772,41903
70787,34578
70790,54650
70794,54175
70799,63593
70800,65928
70801,18586
70807,26533
70826,17098
70828,12901
70838,75081
70844,18520
70852,58835
70885,43317
70890,19691
70900,87780
70905,84578
70913,94197
70915,89961
70918,27182
70919,58110
70934,24691
70936,20991
70944,8820
70946,89456
70950,29362
70963,73834
70973,82126
70985,44201
70994,32164
71000,8335
71024,53973
71033,94349
71092,99622
71094,40092
71100,27104
71104,52789
71108,54320
71120,64399
71121,34678
71135,82621
71152,60979
71165,87460
71168,70849
71172,20511
71191,37513
71203,47592
71211,90703
71213,87510
71234,3917
71239,34313
71258,74910
71266,16298
71283,5129
71285,35140
71317,47839
71330,37776
71362,18833
71368,104032
71378,162562
71381,64244
71398,86384
71412,70469
71445,13731
71452,17290
71469,47073
71476,175
71483,10368
71489,5565
71502,52651
71511,27443
71513,73018
71532,16410
71537,95971
71540,31672
71542,34840
71552,2835
71562,10768
71578,57764
71586,64279
71594,65519
71613,13355
71644,13895
71658,86912
71671,38604
71675,58560
71684,36500
71698,20500
71712,2133
71731,64002
71736,75390
71749,99731
71757,27339
71783,19632
71786,72171
71791,40441
71794,60262
71812,59619
71831,87222
71847,1554
71848,8630
71853,42838
71871,73867
71876,97866
71882,78736
71885,62617
71897,36317
71899,57892
71906,83404
71926,70491
71927,86009
71928,51700
71931,61048
71944,63272
71945,37848
71953,90717
71956,62
71967,26494
71986,59237
71993,57060
72011,75448
72012,90997
72019,87040
72031,39950
72036,82729
72045,71615
72069,93807
72073,67176
72076,32043
72104,51533
72122,79762
72129,74491
72130,29189
72132,33952
72138,87127
72145,81159
72153,3041
72179,93329
72180,16901
72182,99814
72183,32145
72184,65582
72191,38644
72196,43934
72204,14153
72207,33355
72215,72948
72225,50444
72235,42404
72245,50936
72249,66163
72257,33560
72272,38315
72280,62458
72291,84523
72293,11611
72304,23700
72315,89429
72316,58098
72327,38404
72383,25370
72402,45626
72405,46945
72407,20988
72420,1255
72423,68842
72438,73910
72440,90828
72447,5741
72453,48338
72482,7562
72524,94501
72526,57246
72532,25444
72536,72152
72539,85089
72541,39016
72544,43591
72553,88313
72565,95944
72566,15152
72570,16212
72586,7525
72592,9824
72596,8039
72600,144099
72603,56071
72607,67092
72616,9373
72625,47365
72626,81485
72651,83411
72656,27628
72659,72071
72677,91533
72695,63895
72716,22858
72718,34389
72756,67970
72762,87156
72773,74875
72781,4131
72797,50189
72807,3894
72810,9552
72819,366
72823,33621
72826,82424
72829,57266
72832,80820
72834,82727
72839,29401
72847,96256
72850,72145
72865,89112
72866,98828
72867,48586
72895,17116
72939,78959
72947,51656
72951,73972
72954,32766
72975,20842
72984,11264
72992,9436
72999,15226
73007,18389
73013,25470
73023,72183
73035,60976
73037,77396
73041,60076
73051,81005
73057,36010
73061,78898
73074,4819
73122,12581
73133,87007
73135,49232
73148,15571
73150,77854
73153,14212
73171,88159
73175,81758
73176,81197
73199,84940
73236,49151
73253,57306
73254,60514
73256,24148
73263,48861
73267,73052
73278,51123
73317,39406
73334,87067
73354,60832
73355,2370
73356,19182
73364,18360
73374,59000
73377,56253
73381,141656
73394,103578
73426,35061
73443,69676
73465,77358
73471,7442
73484,83216
73490,87502
73508,32582
73518,42437
73521,95238
73524,64201
73590,24350
73598,45605
73606,98064
73618,13062
73620,76222
73621,12173
73631,131479
73632,45448
73639,157126
73660,46619
73661,32659
73669,52933
73673,28976
73697,28519
73703,31967
73708,65241
73715,95223
73728,89453
73734,53083
73761,70244
73764,23096
73781,70910
73790,58855
73821,36658
73843,85058
73846,81719
73853,58855
73857,44224
73862,20599
73869,53063
73874,13504
73876,18369
