A_A,C_B
49609,20106
49615,11049
49643,13372
49647,14418
49650,72230
49659,22241
49663,53868
49665,32944
49673,41499
49690,91761
49707,51466
49714,36770
49729,76655
49735,99361
49736,35315
49738,87578
49742,19564
49760,37715
49784,53494
49794,24337
49797,57399
49836,40875
49851,42684
49879,68063
49890,5159
49897,21991
49929,6089
49936,49215
49945,86333
49951,62681
49959,65213
49975,73977
49978,36345
49987,36342
49991,61046
49997,30861
50024,85112
50032,67126
50063,9628
50066,76392
50071,33182
50082,32775
50083,41685
50085,60098
50116,57823
50119,5139
50133,83096
50139,22073
50141,54184
50143,8710
50153,259
50155,67087
50158,57842
50160,82581
50174,41821
50182,68557
50187,90452
50206,79729
50211,89929
50222,7636
50224,32467
50225,18529
50226,52169
50233,19782
50234,38962
50256,44212
50265,46101
50279,3771
50299,8969
50300,41774
50313,36000
50319,76643
50326,26907
50340,96833
50341,32604
50342,74058
50349,54271
50353,42031
50358,56080
50384,66926
50435,72684
50446,82892
50450,29179
50454,39087
50456,87428
50466,75367
50495,64601
50528,46002
50538,37199
50546,25238
50547,98404
50552,72374
50574,48795
50597,98587
50617,73506
50620,41570
50624,36402
50648,64802
50650,81413
50670,96575
50689,21910
50690,43198
50702,4660
50704,98602
50719,83002
50723,59401
50739,33071
50742,94756
50748,81550
50765,75125
50786,4271
50798,72385
50803,72409
50815,74355
50823,17131
50850,71251
50854,37990
50860,95854
50867,36202
50869,90821
50928,97404
50936,38132
50938,97269
50945,83978
50950,15673
50960,5055
50965,76835
50973,84535
50978,34056
50989,6253
51010,72215
51018,80007
51019,15528
51033,77203
51043,17822
51056,46690
51075,65635
51085,93708
51122,86904
51146,95994
51176,66888
51182,88119
51189,90944
51209,64984
51213,49765
51223,5639
51238,93032
51248,11340
51253,20621
51262,24178
51272,89352
51274,11351
51284,72841
51324,6067
51328,41655
51352,54636
51364,20339
51366,61881
51370,46534
51373,71215
51406,54917
51434,78941
51446,46237
51454,41216
51461,34792
51470,36302
51479,56210
51486,42942
51491,63933
51495,54890
51510,85924
51528,5259
51530,19580
51536,75418
51547,38856
51569,1644
51570,51231
51573,62724
51574,36545
51575,30303
51616,32032
51624,95015
51639,46673
51641,16148
51651,63387
51655,68939
51668,15125
51678,1325
51715,38377
51719,31479
51733,45911
51737,80906
51747,17040
51759,38198
51792,88015
51796,66265
51803,28616
51830,29115
51832,5849
51838,79077
51849,30820
51850,24624
51856,51099
51874,21421
51878,53120
51891,63045
51892,8963
51911,25486
51914,27814
51924,90136
51928,541
51936,18777
51939,57715
51951,45430
51961,15373
51976,96902
51978,59915
51980,91027
51985,94345
51998,73574
52002,68507
52005,95750
52026,5458
52041,56385
52047,65984
52050,21552
52056,65047
52068,36345
52071,59799
52103,46249
52109,71825
52121,43574
52136,84753
52143,53152
52147,39866
52153,94111
52158,36235
52161,51697
52174,19055
52177,63398
52196,74026
52204,31144
52208,72866
52215,39972
52238,12526
52241,19407
52255,88257
52266,22460
52278,13055
52288,5677
52292,78828
52304,38511
52307,29048
52308,46508
52327,69367
52340,84649
52364,20349
52368,80423
52381,77020
52409,93880
52412,70713
52428,22741
52435,52177
52446,35366
52447,16949
52448,66690
52467,27990
52481,3036
52487,7470
52491,30817
52494,80519
52495,30045
52508,85151
52519,92822
52546,78570
52547,58123
52553,8720
52562,92683
52569,80714
52575,49490
52578,7077
52597,50393
52614,64371
52635,89712
52649,76147
52650,85627
52670,74868
52672,42251
52678,78187
52686,72861
52687,73241
52688,80224
52696,90737
52702,56376
52714,89556
52723,54006
52725,99992
52732,96892
52741,85909
52762,4808
52766,61351
52783,72903
52801,47822
52803,83401
52806,87932
52830,69465
52842,970
52843,77968
52851,95194
52853,72214
52883,249
52895,43505
52912,1177
52917,74262
52924,91562
52935,5966
52956,33750
52961,67081
52999,79202
53006,31603
53009,25652
53011,58912
53013,42132
53018,30484
53019,25001
53023,47228
53032,21216
53046,30073
53049,96737
53055,22592
53063,56161
53074,97816
53076,82237
53083,25251
53123,95165
53130,58447
53134,11343
53138,68385
53174,92470
53190,90159
53194,30708
53199,47755
53208,74222
53209,96251
53210,8500
53241,98489
53248,71809
53265,91187
53289,49930
53294,87169
53297,79854
53320,82796
53331,33653
53343,56297
53354,41678
53404,75324
53408,39713
53421,4503
53424,53092
53429,83712
53443,98312
53458,31798
53497,31654
53506,19360
53507,2008
53513,14365
53522,67724
53530,66104
53539,90827
53550,70655
53560,41882
53589,80225
53593,73185
53604,62738
53609,25520
53628,73690
53647,86378
53655,43781
53674,68141
53675,56120
53680,52785
53688,92990
53692,62177
53718,21930
53733,8192
53742,64506
53755,17092
53758,25818
53762,40071
53766,86218
53771,48641
53804,22301
53810,46639
53827,86364
53830,29894
53841,31250
53845,11944
53848,9663
53882,12459
53909,64508
53911,29018
53913,459
53926,73250
53941,54749
53942,16803
53971,9420
53972,79282
53977,53636
53988,50873
53993,67267
54010,97871
54013,36504
54047,25770
54064,36829
54094,18616
54100,51297
54119,13666
54135,73107
54139,98258
54155,12282
54158,4329
54168,79266
54169,88146
54199,65542
54216,53090
54217,30348
54233,81249
54247,92197
54262,72470
54263,56599
54268,64814
54274,2041
54289,78603
54304,14884
54312,84841
54320,14877
54325,28748
54331,2405
54337,57113
54339,11669
54344,83860
54358,37677
54385,13819
54392,64501
54396,31899
54409,13916
54413,77992
54423,70579
54429,35480
54436,2406
54446,40052
54449,15504
54455,11652
54475,46507
54480,7872
54481,84811
54492,4893
54498,1296
54505,66431
54511,77584
54514,10892
54537,18213
54542,29498
54568,22515
54570,14489
54592,51584
54597,95330
54600,5413
54621,43320
54638,1165
54644,16567
54651,94478
54669,32362
54672,24308
54705,9008
54710,86494
54719,59612
54722,6614
54731,28154
54752,19047
54762,28812
54808,84788
54815,88311
54829,3241
54830,99540
54847,30817
54865,27330
54869,13117
54881,21564
54912,91675
54935,31567
54937,27924
54941,90910
54943,58263
54944,30281
54953,85740
54972,73394
54981,50091
54983,48850
55004,5390
55015,87245
55016,89960
55020,21547
55023,67086
55031,42574
55050,36280
55073,70480
55079,62964
55080,44347
55085,73144
55117,58190
55128,86272
55134,34307
55135,91801
55139,74709
55153,23597
55157,83315
55163,81129
55192,77344
55195,64196
55200,85139
55201,59949
55207,89029
55218,93993
55228,22467
55234,60376
55280,45615
55281,28978
55283,18502
55284,25521
55285,48805
55290,60053
55300,79087
55314,68619
55318,83861
55325,89128
55327,34541
55335,11239
55336,66919
55352,48676
55356,12985
55362,17333
55364,95009
55367,93239
55381,72291
55382,9956
55393,24795
55400,3885
55438,43746
55440,99057
55441,45091
55446,31923
55458,25985
55480,36827
55483,69560
55498,34034
55518,51158
55530,26459
55534,35156
55542,67695
55555,36312
55563,29978
55565,44872
55578,5535
55582,91310
55586,61604
55618,97054
55628,34375
55632,98530
55667,77421
55669,6961
55700,94704
55715,21311
55737,68717
55759,66671
55770,9223
55775,74047
55780,77458
55784,53786
55796,89974
55813,8525
55834,99371
55835,85976
55836,73266
55844,18636
55845,63253
55847,47526
55851,93764
55858,39850
55861,97921
55880,54598
55885,13175
55888,77545
55899,67940
55902,58865
55906,75482
55910,47055
55914,62142
55915,95308
55921,59530
55922,85143
55925,85413
55933,66430
55939,38180
55952,93606
55954,7883
55955,51106
55966,59132
55968,58037
55972,22267
55979,80362
55986,53361
55992,38051
56002,64583
56009,3436
56019,79883
56020,83194
56034,34190
56083,34731
56085,7756
56088,37661
56089,60315
56110,72618
56129,87019
56139,35032
56155,97979
56160,10066
56173,1100
56178,723
56180,58967
56182,8657
56213,69941
56223,21695
56235,72390
56240,87041
56242,28191
56267,42971
56268,83395
56273,81078
56281,98321
56283,48523
56291,99071
56327,17559
56330,59741
56331,96009
56333,31282
56345,51991
56355,2885
56360,45350
56361,79403
56368,17106
56385,73213
56397,1946
56431,79936
56455,4657
56486,19456
56501,85644
56511,58965
56522,88258
56531,25823
56540,31522
56548,86143
56567,24354
56570,54836
56580,52637
56592,10033
56597,49050
56598,48340
56600,33378
56612,89498
56617,11209
56624,31055
56634,73506
56663,5319
56664,27432
56668,38642
56671,60672
56672,22128
56693,70356
56694,52846
56706,98387
56715,99277
56727,59611
56729,67517
56743,83148
56746,26638
56768,53124
56783,53375
56784,26036
56785,86510
56795,67820
56800,73085
56807,75747
56824,25005
56837,93480
56845,99057
56864,71331
56866,81958
56867,28726
56873,77966
56880,61302
56885,96368
56897,56925
56908,93586
56909,85686
56926,84136
56927,39870
56936,36459
56955,14073
56961,43543
56969,59973
56974,9876
56982,17228
56983,2586
57002,84270
57014,66067
57017,35487
57036,45000
57046,64488
57074,18661
57076,96689
57079,34291
57083,75282
57085,59126
57094,50781
57102,31012
57104,79574
57107,95513
57131,82761
57136,68049
57140,36866
57158,71475
57159,18615
57166,77432
57170,43633
57185,72144
57190,74719
57203,82591
57210,32042
57212,21032
57217,11901
57230,86843
57235,20966
57236,26978
57241,98849
57245,85364
57252,62563
57260,30265
57276,30502
57278,90695
57289,27887
57292,76395
57301,8083
57304,79161
57309,24443
57323,28442
57334,93972
57339,89584
57357,21848
57373,9011
57374,78524
57377,46179
57407,2380
57423,38969
57426,66126
57428,30621
57438,48386
57447,73229
57452,24669
57474,23068
57485,84513
57494,40641
57498,69547
57508,87086
57527,67616
57528,98434
57551,90491
57563,23747
57579,358
57611,36127
57615,56012
57616,19265
57638,81896
57659,5636
57673,83708
57680,25434
57701,89042
57709,88405
57710,81433
57723,38012
57726,33299
57754,76852
57767,51806
57792,44161
57800,72167
57801,9689
57819,41387
57826,96330
57834,25053
57875,13381
57877,36183
57878,49235
57887,64849
57914,81018
57916,88181
57917,86679
57966,24914
57984,14172
58001,34657
58006,64297
58008,24210
58013,60669
58058,38844
58060,70099
58065,58983
58092,60891
58097,17084
58098,45306
58099,4853
58114,17906
58129,25148
58135,45800
58154,79077
58163,9488
58165,50015
58169,67389
58170,25523
58172,46017
58180,65666
58192,90187
58193,359
58207,39352
58222,27605
58229,71389
58243,13928
58248,54717
58263,68337
58267,76253
58268,63899
58280,24328
58289,63296
58297,98343
58305,64003
58307,25002
58327,90749
58329,4946
58344,20960
58348,27023
58355,40585
58398,8450
58429,81658
58436,11449
58444,55559
58456,87222
58481,52791
58493,34377
58508,12042
58514,16066
58519,1036
58523,52349
58536,44517
58537,19352
58549,87456
58561,97037
58562,34594
58565,56692
58587,61924
58596,2304
58599,96310
58628,68091
58632,56111
58638,79292
58650,63887
58659,19418
58660,21392
58672,30309
58681,15515
58714,38231
58746,82078
58748,27417
58778,24358
58786,95418
58802,7646
58820,17448
58826,81744
58834,64357
58846,53690
58868,41982
58870,24157
58879,49198
58883,47060
58890,28007
58896,30489
58923,18415
58924,32751
58928,42810
58937,59335
58940,95330
58961,77046
58968,74716
58970,36365
58980,17246
58981,43362
58983,56259
58989,70481
58991,68615
59001,75760
59007,89118
59010,4331
59012,25093
59020,77970
59052,14540
59069,54202
59079,65627
59083,81786
59084,91703
59104,58910
59109,87547
59115,8758
59118,18895
59123,46716
59127,50158
59153,62882
59158,92955
59165,60321
59177,92084
59187,12809
59190,50880
59196,82197
59201,76305
59202,88403
59206,65522
59209,20602
59211,32763
59218,44940
59220,80975
59258,50524
59261,97465
59277,30088
59279,86083
59339,2660
59342,57860
59361,45708
59363,41432
59364,18316
59366,50950
59368,32929
59391,70476
59392,49058
59413,81158
59414,27575
59423,52000
59428,86892
59432,52008
59446,97931
59452,65151
59458,34884
59461,22261
59462,83790
59470,9187
59487,14461
59510,8268
59517,46036
59525,17467
59535,66843
59564,83233
59567,96416
59570,48968
59575,69265
59576,95184
59579,51914
59580,21599
59581,68385
59587,85410
59598,89664
59602,95522
59607,3227
59624,7132
59627,55218
59633,7005
59643,26058
59654,40612
59662,16481
59667,78575
59668,91277
59669,82952
59674,29528
59682,75960
59683,70065
59684,90376
59696,43458
59701,76227
59709,4916
59715,25595
59718,95559
59742,67494
59747,64572
59758,95918
59760,94663
59769,35041
59793,30130
59794,93906
59795,16199
59821,68363
59829,80361
59830,37006
59834,81010
59866,65163
59896,49442
59903,48589
59908,26990
59919,4054
59930,535
59946,69344
59949,16132
59960,91530
59972,41852
59991,75859
59992,26866
60015,60468
60016,52575
60018,85103
60024,15542
60027,84647
60028,96601
60042,56225
60047,8619
60054,81707
60060,96531
60066,73247
60078,38477
60094,12497
60098,1264
60107,78856
60111,66106
60112,58491
60114,20346
60127,70050
60132,42506
60133,90309
60139,89843
60147,35336
60208,39680
60211,51325
60230,56494
60240,95833
60248,26907
60255,30277
60261,81474
60264,55362
60273,13973
60276,99272
60277,30426
60287,74265
60292,90786
60298,94484
60302,43264
60305,52669
60331,16045
60334,72555
60341,5617
60343,48497
60359,11550
60367,31516
60370,47085
60376,95564
60392,82157
60400,62223
60408,56761
60409,64770
60418,57936
60419,10277
60429,57013
60430,25460
60433,41768
60448,25016
60452,34175
60453,59721
60456,29283
60461,34940
60521,61334
60539,64505
60543,13994
60546,56133
60551,56134
60563,9172
60580,5822
60582,30851
60592,53671
60593,56636
60605,87293
60607,91318
60622,97070
60623,20911
60642,172
60645,30489
60652,70566
60659,57309
60666,59193
60672,42741
60677,22611
60679,30748
60685,66387
60721,92141
60723,35638
60740,58745
60742,24607
60771,68711
60776,31475
60780,33597
60793,86367
60798,90680
60834,46983
60846,92404
60848,48059
60851,80195
60886,41735
60890,87163
60896,27745
60897,49243
60899,4520
60910,47820
60914,21799
60918,73994
60928,11801
60938,70389
60951,85785
60989,20366
61006,50459
61023,70510
61027,39808
61030,43527
61031,26736
61049,80338
61057,80382
61061,47035
61064,69164
61079,7227
61083,56202
61099,94687
61112,81367
61131,28461
61162,70070
61172,29979
61178,39200
61180,72145
61192,92871
61196,94684
61215,35099
61221,42616
61251,89385
61256,78873
61268,68480
61269,31267
61293,85867
61295,68061
61300,70747
61328,60036
61331,93839
61343,70022
61359,34033
61387,99756
61396,90091
61404,74425
61419,1678
61420,1920
61426,6757
61436,26666
61441,46149
61477,94128
61480,11397
61502,82177
61539,9293
61552,18216
61592,8136
61599,65020
61621,98143
61628,16235
61634,41854
61656,31605
61660,42930
61667,48746
61668,71036
61682,57887
61696,35813
61720,30054
61726,90240
61735,2011
61739,1589
61740,25362
61748,10176
61769,27382
61773,61287
61781,36119
61782,74315
61785,22361
61787,96955
61790,55542
61797,34635
61799,81518
61819,69226
61832,22944
61833,27419
61836,93461
61861,34141
61880,77584
61883,94714
61889,38754
61891,78552
61893,4050
61910,47974
61912,21788
61917,81875
61922,18305
61924,56684
61930,87092
61932,48518
61936,8922
61940,73615
61949,48354
61976,45089
61990,390
61994,75673
62014,91516
62015,40860
62019,23409
62020,66528
62031,6612
62032,10926
62049,28813
62059,622
62069,21006
62071,65608
62076,653
62081,84742
62082,22998
62083,6115
62094,42362
62097,61183
62099,2200
62101,65192
62107,72184
62114,43602
62115,64845
62118,22934
62126,79782
62151,60525
62160,73487
62204,32952
62213,33116
62218,53739
62247,42228
62258,89321
62330,42782
62354,93214
62367,11707
62371,97732
62382,25131
62387,10886
62391,37541
62415,7513
62440,42157
62445,18107
62480,77233
62482,92603
62516,35035
62524,78805
62541,64462
62543,53940
62548,22383
62550,57477
62552,34420
62560,38184
62579,67078
62580,57073
62589,12134
62590,38143
62593,37206
62631,20348
62635,87476
62649,83143
62660,33191
62685,99350
62712,89408
62732,91516
62740,6137
62751,49085
62787,72142
62791,52085
62794,16485
62796,49523
62804,83072
62805,84189
62813,80153
62814,30499
62824,31221
62858,61635
62860,54413
62865,49192
62897,16332
62899,8984
62917,55619
62930,76903
62935,72307
62944,82432
62948,76544
62952,99001
62957,6234
62969,91712
62997,30941
63021,70670
63029,29062
63041,38264
63048,6838
63050,16228
63053,79638
63069,37241
63076,3637
63099,3807
63104,91588
63116,58257
63123,63843
63130,76920
63136,15065
63171,84523
63174,53352
63180,45715
63186,37714
63187,72991
63191,91331
63214,67484
63216,95235
63226,31216
63247,65384
63284,13534
63286,6540
63290,4593
63299,1873
63302,13469
63334,30274
63366,6426
63371,74473
63377,12172
63406,36508
63430,39390
63432,83694
63446,23581
63477,9443
63478,32282
63480,20491
63487,68544
63497,10891
63508,41644
63510,57400
63516,56670
63528,74157
63530,82953
63533,83851
63544,54754
63547,32832
63548,81042
63561,30996
63574,51994
63609,60306
63611,92579
63636,84773
63639,55777
63643,13252
63644,40843
63659,20797
63669,90609
63670,67716
63682,46663
63683,30885
63691,17216
63694,3556
63696,61782
63708,75743
63716,67017
63724,44807
63732,17177
63734,47691
63752,90000
63757,78301
63764,92258
63801,55473
63804,25732
63805,76833
63824,94645
63828,31657
63832,41529
63844,36854
63857,3676
63867,99395
63873,72602
63890,17161
63891,29528
63960,81774
63971,60300
63979,82236
63981,34414
63990,584
63995,13455
63997,57281
64007,42301
64014,82135
64025,49201
64043,42673
64050,37111
64055,66971
64060,14692
64083,47316
64084,6061
64089,97291
64110,18504
64119,28389
64151,15769
64229,13876
64234,5376
64239,28792
64247,36673
64265,28188
64269,78837
64279,26690
64299,77046
64308,89221
64311,77639
64320,50735
64342,25134
64350,45952
64364,46860
64366,51751
64367,89068
64372,3585
64400,49672
64406,62406
64407,84689
64412,41441
64418,96443
64420,67700
64443,28775
64469,36511
64496,14800
64525,53933
64541,94883
64559,18562
64568,65113
64569,48700
64582,53830
64593,66941
64598,51498
64599,96155
64603,73461
64612,98219
64620,43072
64647,78836
64653,79258
64671,29669
64672,89534
64707,85608
64734,133
64746,11265
64763,52925
64781,94207
64783,38200
64809,21024
64814,61801
64816,32318
64817,65537
64820,93945
64823,93074
64868,19657
64880,61357
64888,2056
64910,54661
64912,47517
64915,80214
64918,39529
64920,39919
64923,96293
64926,23453
64928,35836
64932,93510
64940,84139
64942,93923
64963,5252
64965,59714
64974,95182
64975,79387
64982,9709
64985,33742
65025,33868
65041,52359
65052,91935
65057,31161
65068,91177
65069,67032
65072,5313
65092,61848
65114,27568
65117,87384
65134,68417
65151,2117
65154,33184
65158,32562
65159,13642
65189,73037
65207,98208
65217,21325
65239,26929
65250,2544
65269,77938
65270,92333
65278,27886
65287,66323
65289,72660
65302,29940
65305,29902
65307,82658
65310,1626
65317,33648
65323,68000
65348,75816
65354,84060
65356,56708
65358,32314
65367,49845
65371,32904
65380,29962
65402,65003
65416,99392
65439,66356
65440,91378
65447,46870
65462,55868
65465,59204
65483,25829
65487,90951
65498,74720
65511,56454
65512,19243
65523,37605
65524,20518
65526,73402
65530,76375
65546,34349
65556,49549
65591,65760
65599,23408
65600,32469
65647,22647
65655,10724
65660,47583
65662,25382
65663,31192
65678,14271
65688,32484
65691,75392
65700,39170
65721,14849
65737,41192
65739,40941
65742,93989
65750,21341
65785,62970
65790,68774
65799,89819
65804,53992
65807,88374
65808,63904
65811,71164
65814,73046
65815,73508
65826,1033
65831,83274
65834,85962
65837,43854
65847,82332
65853,9238
65855,64813
65861,33273
65895,52181
65896,17480
65904,80434
65942,35538
65949,52232
65954,32822
65967,41733
65968,58236
65978,4534
66003,51504
66018,54886
66025,51309
66026,5848
66029,31016
66043,72803
66048,2332
66059,81492
66096,46134
66122,29543
66136,16002
66137,85915
66145,4364
66148,61270
66154,76464
66161,76165
66173,24159
66190,25464
66204,30357
66211,40861
66219,90734
66230,43262
66231,34477
66241,54483
66249,67435
66251,56347
66321,80311
66340,31202
66357,96160
66383,69489
66396,37994
66412,42229
66427,23156
66428,53625
66432,53380
66433,36717
66442,72727
66463,74639
66465,80411
66471,62909
66487,92884
66495,80933
66507,94966
66515,2163
66531,86673
66541,73756
66556,87625
66568,64606
66570,22190
66575,87393
66576,97658
66597,53152
66600,37367
66619,96411
66624,50397
66630,53405
66632,67782
66646,1532
66657,37669
66661,80760
66668,91928
66678,19235
66681,9932
66683,18218
66685,65467
66717,77376
66719,31184
66730,27260
66733,33786
66746,60725
66748,84377
66758,83069
66761,11393
66786,54747
66798,76355
66815,86366
66820,82768
66827,47972
66835,76468
66836,20655
66840,14920
66841,66387
66842,35346
66852,16525
66888,77056
66897,82165
66938,70703
66942,1598
66950,17310
66956,28756
66968,96091
66970,77033
66976,50811
67003,22241
67006,28117
67008,70718
67011,73702
67021,22050
67027,60201
67050,74846
67055,37470
67062,73429
67076,33879
67105,20374
67115,97735
67117,90604
67120,96229
67122,85080
67127,84527
67137,30985
67143,17647
67155,89197
67177,56004
67184,99528
67198,98782
67223,87036
67236,79393
67238,85232
67255,88617
67267,65899
67271,76461
67276,64502
67277,21650
67281,66033
67304,15255
67309,76601
67313,34134
67314,19802
67326,78786
67331,5247
67343,74619
67370,29264
67402,72674
67405,56606
67423,50980
67432,45779
67434,53407
67449,9274
67455,65590
67472,1422
67494,49909
67495,3176
67500,71937
67514,22107
67524,56072
67547,47207
67556,29307
67560,39155
67573,35266
67579,16196
67587,60973
67588,23385
67593,47412
67602,54889
67615,11861
67620,82503
67655,88779
67658,83928
67663,56188
67690,69425
67691,45055
67692,33541
67704,55889
67718,86843
67728,92973
67730,96542
67731,23301
67732,89517
67744,57205
67757,14221
67759,58882
67760,83933
67775,76936
67778,15572
67780,69183
67786,25576
67787,75094
67792,21661
67803,80185
67815,9188
67826,68849
67832,3158
67861,78303
67877,31177
67882,14225
67904,76235
67906,28574
67915,11159
67922,60436
67937,57284
67967,40364
67970,30667
67980,96884
67985,65558
68005,81579
68012,43251
68023,88632
68032,87764
68041,98427
68074,98131
68091,17531
68094,59879
68099,84116
68103,30089
68130,19045
68135,27180
68139,79881
68144,42057
68145,60553
68161,92364
68163,77487
68178,71450
68195,72363
68201,20711
68203,73602
68212,47830
68222,62601
68230,56744
68244,83549
68250,27829
68269,9058
68272,54054
68276,55362
68293,64486
68305,24136
68333,3874
68335,99941
68343,92435
68345,72380
68348,76842
68359,14655
68374,84862
68387,5437
68388,14890
68407,84547
68411,44191
68432,49735
68435,8361
68451,53168
68455,33900
68457,31236
68465,80115
68467,98530
68479,34547
68487,74051
68490,32164
68512,74646
68543,88738
68579,97395
68617,74464
68621,93741
68627,53006
68631,92295
68644,87518
68652,19894
68655,80798
68657,99311
68659,40031
68662,61232
68666,77509
68670,38670
68673,82286
68680,66930
68693,19064
68705,53964
68721,11267
68767,65805
68772,93926
68775,79605
68781,79974
68791,93263
68830,8884
68833,9340
68867,81632
68868,73449
68890,49861
68901,94056
68907,76440
68912,48828
68914,95892
68919,85973
68948,48293
68950,27894
68976,23845
68989,29241
69002,94600
69004,87596
69029,91088
69037,82189
69048,27514
69056,61140
69096,35374
69124,52564
69137,29586
69158,81025
69171,62355
69178,95923
69180,96843
69186,69152
69204,63813
69208,54217
69211,81944
69219,26960
69245,86322
69294,80169
69304,15834
69310,7995
69331,22533
69334,71541
69341,60972
69345,68160
69359,54187
69376,50147
69392,39133
69395,13812
69396,69252
69412,88147
69419,8284
69429,77124
69455,50829
69464,39255
69482,60330
69486,91000
69492,36026
69503,77764
69518,24069
69539,61786
69540,11417
69551,82600
69560,87036
69563,31488
69570,53014
69571,18127
69586,80680
69600,90411
69609,16036
69611,64706
69625,3805
69631,1674
69634,89877
69673,59143
69676,72295
69697,64456
69709,55569
69710,12074
69712,47945
69729,73372
69738,79230
69739,46317
69740,32380
69746,98543
69751,79849
69758,63721
69765,68379
69774,35605
69775,65467
69793,18554
69827,43623
69846,58993
69856,61643
69866,81958
69875,18064
69880,83496
69885,38829
69908,78228
69923,15964
69933,43683
69938,26241
69945,75697
69960,65948
69962,56664
69983,24263
70000,6201
70001,56999
70006,5930
70020,19026
70034,73746
70038,9315
70040,64410
70046,85799
70056,63269
70061,66768
70062,66357
70080,63505
70085,31956
70093,39535
70094,87185
70096,27760
70098,64286
70104,70209
70131,30551
70174,37953
70187,61379
70188,62102
70190,89836
70212,77413
70213,6226
70223,59691
70224,87121
70248,65876
70249,71729
70254,50149
70256,87208
70264,20708
70265,55651
70267,10234
70275,54551
70288,32684
70307,63740
70309,6629
70331,23666
70334,52536
70373,58379
70390,2840
70395,46374
70411,71575
70413,2413
70439,41891
70449,61980
70456,37420
70462,15220
70467,5212
70511,52095
70514,62587
70518,77447
70522,76680
70531,73481
70535,96194
70537,13576
70573,63120
70590,5302
70609,29997
70613,14890
70618,84347
70624,53195
70636,74946
70643,98682
70671,11256
70682,43911
70683,94015
70685,39915
70689,18069
70692,3672
70695,12817
70716,27454
70737,99334
70748,60789
70751,84566
70755,15333
70756,39294
70771,55847
70778,61898
70798,29654
70809,47870
70815,13748
70820,14318
70834,20967
70837,21806
70840,17503
70843,76023
70848,69033
70894,34797
70902,37372
70917,62857
70931,34820
70935,99312
70948,89928
70957,62441
70965,45708
70977,90025
70981,89475
70990,85623
71030,6439
71073,46809
71081,58139
71088,34759
71093,45202
71103,66077
71107,6452
71108,66544
71118,57908
71125,80577
71128,97982
71142,20499
71143,66183
71147,30955
71151,70599
71166,30088
71180,34960
71185,41286
71188,35733
71194,62836
71215,15099
71217,38908
71220,95127
71242,31311
71254,10296
71255,55891
71263,53494
71282,49631
71285,69762
71287,20253
71292,98209
71301,66130
71312,47422
71313,94576
71325,16102
71327,82054
71372,91323
71379,17155
71383,99212
71411,65276
71425,4896
71436,15609
71440,78070
71445,15323
71450,37632
71472,52406
71480,18501
71488,53136
71500,67720
71505,57226
71509,6254
71518,73050
71524,76610
71525,47372
71538,32254
71539,69385
71548,76068
71568,4754
71573,46422
71586,1344
71596,1417
71616,23709
71621,12735
71627,94751
71630,81033
71633,70637
71644,49147
71645,64192
71652,35328
71672,85500
71679,23454
71681,20810
71686,97548
71706,82495
71710,63267
71718,20751
71738,11255
71742,76024
71743,27282
71753,93205
71760,61488
71761,5845
71784,39547
71789,89132
71794,16502
71801,26032
71807,848
71809,40113
71820,76199
71821,51134
71828,90657
71832,97230
71833,23292
71852,11049
71855,96151
71858,55188
71879,65099
71880,3920
71888,93401
71890,15294
71899,87279
71907,89460
71924,99360
71925,77713
71936,24422
71940,60364
71950,14153
71951,862
71957,40514
71968,25913
71972,97870
71979,9703
72000,95625
72048,964
72051,17976
72073,58207
72099,10160
72109,31690
72112,75966
72117,73307
72188,6512
72193,2708
72204,55861
72217,75896
72254,54126
72264,44490
72266,96826
72269,38996
72290,62117
72292,87353
72305,36067
72307,46925
72334,65405
72346,7959
72348,59213
72352,32725
72357,5773
72358,99615
72363,11039
72371,5871
72377,79748
72381,23059
72390,602
72399,95656
72405,81306
72413,63574
72419,52705
72421,63623
72426,50529
72442,42950
72445,52966
72469,70596
72480,91585
72497,95133
72524,95670
72562,40360
72577,18493
72579,76804
72583,8923
72604,28456
72610,11245
72633,27528
72654,66415
72662,42501
72670,56321
72697,97951
72719,5988
72720,20062
72737,98223
72759,96491
72769,86511
72770,15739
72774,88927
72797,55462
72816,57695
72824,50036
72830,61373
72839,59136
72850,8480
72868,92817
72875,54351
72878,93884
72883,88173
72884,14832
72886,36148
72893,13527
72897,97641
72905,60558
72922,93225
72927,51059
72942,14446
72961,89523
72967,47368
72974,43012
72980,32010
72998,69729
73019,19138
73024,44421
73026,28811
73028,52520
73034,4620
73054,2545
73055,34646
73057,64673
73075,45808
73083,71781
73086,94061
73090,43252
73094,29827
73101,77690
73105,90654
73106,92466
73130,41043
73131,28621
73136,22537
73158,79737
73159,62717
73166,49710
73182,83591
73194,81778
73215,72972
73221,99065
73253,47478
73260,43696
73272,40636
73274,41160
73292,90803
73303,84510
73312,28958
73315,84508
73328,26209
73334,87975
73342,49734
73352,64537
73367,9276
73369,26701
73371,16467
73377,64197
73379,32298
73382,38478
73384,76660
73388,7499
73406,36975
73418,96923
73421,52075
73429,96535
73430,74139
73436,51281
73438,84041
73448,11084
73460,71023
73461,73500
73462,88179
73473,47724
73493,61328
73494,66896
73499,31421
73507,88256
73531,21472
73552,21606
73556,77222
73571,63531
73575,9999
73583,44235
73596,22722
73598,52121
73634,11590
73648,26726
73661,58284
73669,23360
73678,51566
73695,72188
73698,72776
